Date,Algeria,Australia,Botswana,Brazil,Brunei,Canada,Chile,China,Colombia,Czech Republic,Denmark,EUR,India,Israel,Japan,Korean,Kuwait,Malaysia,Mauritius,Mexico,New Zealand,Norway,Oman,Peru,Philippines,Poland,Qatar,Russia,Saudi Arabia,Singapore,South Africa,Sweden,Switzerland,Thailand,Trinidadian,U.A.E.,U.K.,U.S.,Uruguay
01-04-2016,0.00671045,0.520544,0.0641401,0.184561,0.506341,0.51591,0.00101481,0.110659,0.000228824,0.0290665,0.105253,0.785392,0.0108434,0.184175,0.00603025,0.00061491,2.37376,0.166688,0.0200462,0.0415305,0.489286,0.0814092,1.87432,0.21226,0.0152951,0.183467,0.197988,0.00988175,0.19218,0.506341,0.0463689,0.0857038,0.721685,0.0199291,0.112887,0.196236,1.06444,0.720675,0.024011
01-05-2016,0.0067226,0.52263,0.0642233,0.179481,0.508786,0.518022,0.00101106,0.111183,0.000225588,0.0288275,0.104409,0.778943,0.0108934,0.184539,0.00606483,0.000612065,2.3864,0.166924,0.0201463,0.0417897,0.489286,0.0812414,1.88522,0.21226,0.0153818,0.180887,0.19914,0.00950253,0.193298,0.508786,0.0458339,0.0851614,0.717691,0.020065,0.112887,0.197377,1.06331,0.724868,0.024011
01-06-2016,0.00672257,0.516299,0.0637128,0.180693,0.50638,0.51465,0.00101364,0.110623,0.000226237,0.0287678,0.104368,0.778616,0.0108644,0.183921,0.00611673,0.000610283,2.38471,0.165885,0.0201463,0.0415589,0.485131,0.0809164,1.88513,0.21225,0.0154072,0.18021,0.19913,0.00950253,0.193289,0.50638,0.0458339,0.0841397,0.718581,0.0200136,0.112829,0.197368,1.06282,0.724833,0.0237036
01-07-2016,0.00672477,0.508623,0.0631354,0.179236,0.503045,0.513742,0.00100147,0.109555,0.000222221,0.0290425,0.105244,0.785075,0.0107959,0.183483,0.00612181,0.000605053,2.37857,0.163655,0.0200279,0.0409119,0.479945,0.0809563,1.87873,0.21091,0.015386,0.18021,0.198454,0.00950253,0.192633,0.503045,0.0448689,0.0841397,0.722156,0.0199001,0.112381,0.196698,1.05221,0.722373,0.0237036
01-08-2016,0.00671677,0.510064,0.0633517,0.178473,0.503849,0.510471,0.00100147,0.109636,0.000219746,0.0290423,0.105173,0.784564,0.0108351,0.184184,0.00610624,0.000602124,2.37856,0.165283,0.0199915,0.0402921,0.47893,0.081042,1.87872,0.21091,0.0153467,0.180759,0.198453,0.00950253,0.192631,0.503849,0.0452007,0.0850115,0.722946,0.0199356,0.112734,0.196697,1.0548,0.722368,0.0237036
01-11-2016,0.00672613,0.503475,0.0621404,0.17931,0.501929,0.508077,0.000997807,0.109605,0.000220821,0.0290842,0.105332,0.785813,0.0108061,0.183692,0.00614239,0.000603347,2.37879,0.164084,0.0199534,0.0402514,0.471286,0.0812039,1.87705,0.210784,0.0153496,0.180048,0.198276,0.00950253,0.19246,0.501929,0.0435147,0.0847631,0.724477,0.0198822,0.112221,0.196521,1.05141,0.721724,0.0235865
01-12-2016,0.00672858,0.505011,0.0621497,0.180189,0.502823,0.506271,0.000991411,0.110013,0.000221368,0.0290136,0.105076,0.783998,0.0108164,0.183539,0.00614239,0.000598636,2.38389,0.164285,0.0200296,0.0403928,0.474552,0.0813374,1.8817,0.211368,0.0153056,0.180113,0.198767,0.00944482,0.192937,0.502823,0.0435,0.0849123,0.723512,0.0199254,0.112897,0.197008,1.04417,0.723512,0.0235841
1/13/2016,0.0067368,0.509646,0.0624648,0.179818,0.505018,0.506961,0.000992291,0.110181,0.000223209,0.0290057,0.105045,0.783781,0.0108417,0.183781,0.00612916,0.000599628,2.38568,0.164899,0.0200564,0.0405966,0.475153,0.0819962,1.88466,0.211886,0.0153122,0.180855,0.19908,0.00948153,0.19324,0.505018,0.0439883,0.0848477,0.719256,0.019981,0.113306,0.197318,1.04292,0.72465,0.0236096
1/14/2016,0.00672656,0.500386,0.0621691,0.181135,0.501847,0.50237,0.000993789,0.109597,0.000223171,0.0291105,0.105401,0.786537,0.0107617,0.183077,0.00615145,0.000598522,2.37871,0.164365,0.0199917,0.0403111,0.467387,0.0818705,1.87791,0.211004,0.015215,0.180559,0.198367,0.00943582,0.192549,0.501847,0.0435762,0.0847336,0.720688,0.0198859,0.112494,0.196612,1.03861,0.722057,0.0235359
1/15/2016,0.00673893,0.502188,0.0620868,0.179693,0.50214,0.497508,0.000995592,0.109728,0.000223031,0.0291962,0.105699,0.788842,0.0107186,0.183307,0.006118,0.000596009,2.38109,0.165113,0.0200119,0.0396896,0.468072,0.0820986,1.87979,0.210846,0.0151593,0.178857,0.198566,0.00944008,0.192741,0.50214,0.043384,0.0846109,0.719757,0.0199047,0.112511,0.196809,1.03733,0.72278,0.0234898
1/19/2016,0.00674111,0.497925,0.0621411,0.179431,0.503584,0.499004,0.000991858,0.110078,0.000219875,0.0291275,0.105472,0.78712,0.0107197,0.183217,0.00615968,0.000597859,2.38516,0.165016,0.0200746,0.0398058,0.467144,0.0818136,1.88363,0.211153,0.0151676,0.177006,0.198971,0.0092278,0.193135,0.503584,0.0435125,0.0845816,0.719721,0.0199602,0.112897,0.19721,1.03583,0.724255,0.0234911
1/20/2016,0.0067398,0.496724,0.0618464,0.179478,0.502815,0.495819,0.000996089,0.109943,0.000219366,0.0291803,0.105705,0.788958,0.010641,0.181609,0.00618248,0.000597859,2.38533,0.165167,0.0200807,0.0388731,0.460702,0.0816302,1.88127,0.210215,0.0151732,0.176958,0.198723,0.00910316,0.192893,0.502815,0.0431314,0.0847798,0.721402,0.0199286,0.1125,0.196964,1.02405,0.72335,0.0233784
1/21/2016,0.00671673,0.499778,0.0621013,0.177135,0.503017,0.508173,0.000992555,0.110009,0.000215563,0.0291334,0.105644,0.788426,0.0106346,0.182223,0.00617306,0.000597384,2.38757,0.1654,0.0201007,0.0391061,0.467497,0.0812536,1.88242,0.210099,0.0151478,0.175239,0.198844,0.00865869,0.193011,0.503017,0.0434619,0.0843815,0.719832,0.0199573,0.112311,0.197084,1.02192,0.723791,0.0233443
1/22/2016,0.00673761,0.507974,0.0625723,0.174468,0.506077,0.512371,0.000997834,0.110198,0.000215247,0.0289999,0.105017,0.783641,0.0107022,0.182588,0.00615497,0.000599269,2.39174,0.167179,0.0201007,0.0393453,0.473244,0.0827633,1.88571,0.210133,0.015147,0.176709,0.199191,0.00899893,0.193348,0.506077,0.0440872,0.084529,0.716317,0.0200641,0.112489,0.197428,1.03625,0.725056,0.0234114
1/25/2016,0.00674691,0.509875,0.062564,0.176029,0.508442,0.509263,0.00101421,0.110318,0.000221163,0.0290553,0.105189,0.784954,0.0107299,0.18227,0.00611974,0.000603226,2.39459,0.169092,0.0200846,0.039158,0.467832,0.0829895,1.88765,0.210133,0.015166,0.175543,0.199396,0.00932948,0.193547,0.508442,0.0441068,0.0846781,0.715427,0.0201751,0.112456,0.197631,1.03318,0.725801,0.0234114
1/26/2016,0.00674587,0.508354,0.0625517,0.176981,0.507311,0.516042,0.00101143,0.110287,0.000215817,0.0291102,0.105383,0.786396,0.0106509,0.18251,0.00614236,0.00060755,2.39491,0.169092,0.0200746,0.0392853,0.467832,0.082902,1.88728,0.209425,0.015177,0.174963,0.199357,0.00886685,0.193509,0.507311,0.0440451,0.084691,0.71409,0.0201723,0.112638,0.197592,1.03297,0.725658,0.0233978
1/27/2016,0.00674689,0.508354,0.0627026,0.176739,0.507001,0.515594,0.00100543,0.110046,0.000214482,0.029172,0.10564,0.788343,0.0106509,0.182288,0.00612199,0.00060267,2.39039,0.169904,0.0200433,0.0392374,0.470631,0.0834157,1.88309,0.209081,0.0150884,0.175979,0.198914,0.00916552,0.193079,0.507001,0.0442001,0.0848288,0.712926,0.0202067,0.112198,0.197154,1.03597,0.724048,0.0233881
1/28/2016,0.00674182,0.509691,0.0627167,0.178841,0.505504,0.514017,0.00101001,0.110006,0.000214866,0.0291919,0.105687,0.788697,0.0106245,0.182625,0.00610444,0.000602311,2.38817,0.170809,0.0200454,0.0395491,0.465565,0.0834912,1.88134,0.208887,0.0151056,0.176986,0.19873,0.00934988,0.1929,0.505504,0.0443567,0.0849711,0.713459,0.0201739,0.111858,0.196971,1.03493,0.723376,0.0233415
1/29/2016,0.00674937,0.514308,0.0633105,0.177378,0.507373,0.514472,0.00101778,0.11015,0.000219314,0.0292559,0.105994,0.79102,0.010672,0.18334,0.00598659,0.000599451,2.39147,0.174654,0.0201166,0.0398152,0.469541,0.0834017,1.88395,0.208875,0.015147,0.177879,0.199005,0.00963622,0.193167,0.507373,0.04506,0.0850547,0.710313,0.0202612,0.112387,0.197244,1.03615,0.724377,0.023361
02-01-2016,0.00675919,0.513274,0.0633609,0.179525,0.509393,0.518194,0.0010217,0.110327,0.000220783,0.0292383,0.105855,0.789942,0.0107249,0.18351,0.00598337,0.00060171,2.39453,0.172064,0.0200885,0.0391257,0.468783,0.0838939,1.8876,0.208498,0.0152204,0.178597,0.199391,0.00950894,0.193542,0.509393,0.0451987,0.0847372,0.710507,0.0203557,0.112481,0.197626,1.03584,0.725783,0.0234192
02-02-2016,0.00674896,0.51198,0.0631565,0.180924,0.507679,0.515272,0.0010126,0.109954,0.000217458,0.0292323,0.105848,0.789926,0.0106649,0.182918,0.00599869,0.000600616,2.39194,0.172064,0.0200885,0.0391257,0.472986,0.082955,1.88151,0.207231,0.0151713,0.179367,0.198748,0.00928355,0.192918,0.507679,0.0448613,0.0847906,0.707661,0.0202912,0.112078,0.196989,1.04349,0.723442,0.0232596
02-03-2016,0.00675727,0.506777,0.0629949,0.180971,0.504483,0.521753,0.00101244,0.109805,0.000213248,0.0292241,0.105841,0.789821,0.0105954,0.182245,0.00604029,0.000600465,2.39014,0.170482,0.020055,0.0391477,0.472101,0.0830185,1.87885,0.206938,0.0151355,0.179149,0.198467,0.00911463,0.192645,0.504483,0.0446566,0.0843524,0.710762,0.0201635,0.111857,0.19671,1.04744,0.722419,0.0232386
02-04-2016,0.00674549,0.513171,0.0634039,0.180904,0.505989,0.521361,0.00100873,0.10879,0.000211584,0.0296815,0.107455,0.801924,0.0105534,0.18307,0.00606201,0.000588165,2.37866,0.172501,0.0198971,0.0393433,0.477319,0.0840808,1.86117,0.205875,0.0149455,0.181206,0.196599,0.00935929,0.190832,0.505989,0.0451622,0.0848645,0.714905,0.0200887,0.110695,0.194859,1.04459,0.71562,0.0229955
02-05-2016,0.00674473,0.514166,0.0632875,0.185008,0.511599,0.51536,0.0010238,0.108852,0.000215672,0.0296309,0.10734,0.80107,0.0105729,0.184165,0.00612149,0.00059459,2.37698,0.172753,0.0199232,0.0389181,0.481057,0.0837369,1.85985,0.205551,0.0149752,0.181409,0.19646,0.00924625,0.190697,0.50563,0.0451291,0.085168,0.721171,0.0201214,0.110659,0.194721,1.03899,0.715113,0.0228792
02-08-2016,0.00673821,0.508508,0.0626849,0.18402,0.51145,0.515207,0.00102457,0.10984,0.000215998,0.0294195,0.106683,0.796185,0.0105755,0.184375,0.00611805,0.000594124,2.38914,0.171331,0.0199506,0.0383624,0.471411,0.0830355,1.86533,0.205566,0.0149754,0.18146,0.197038,0.00933133,0.191258,0.51145,0.0444685,0.0848931,0.720172,0.02018,0.110658,0.195294,1.03416,0.717219,0.02241
02-09-2016,0.00675947,0.502277,0.0626595,0.183316,0.51145,0.516987,0.00100666,0.10984,0.000212198,0.0296586,0.107561,0.802785,0.010482,0.183812,0.00619667,0.000594124,2.38516,0.171331,0.0199506,0.0380409,0.471411,0.0830139,1.8582,0.204194,0.0149754,0.179647,0.196285,0.00908073,0.190527,0.51145,0.0442191,0.0843956,0.728834,0.0201511,0.110213,0.194548,1.03049,0.714476,0.02241
02-10-2016,0.00673323,0.502744,0.0632351,0.182915,0.51145,0.510388,0.000996506,0.10984,0.000210178,0.0296972,0.107521,0.802523,0.0105028,0.184167,0.00621272,0.000594124,2.38671,0.171331,0.0199544,0.0379028,0.472659,0.0834271,1.85412,0.204009,0.0149341,0.18102,0.195854,0.00901631,0.190109,0.51145,0.0450311,0.0846958,0.732091,0.0201581,0.110213,0.194121,1.035,0.71291,0.02241
02-11-2016,0.00673551,0.503417,0.0629804,0.180158,0.511223,0.509719,0.00099817,0.10984,0.00020972,0.0297623,0.107945,0.80568,0.0104394,0.182623,0.00633135,0.000594124,2.38068,0.172822,0.0199544,0.0370286,0.477217,0.0829871,1.84665,0.204009,0.0149362,0.181044,0.195065,0.00897483,0.189343,0.511223,0.0448303,0.0843917,0.731922,0.0201355,0.110213,0.193339,1.02395,0.710038,0.02241
02-12-2016,0.00673298,0.505327,0.0631658,0.179438,0.509474,0.51415,0.000996996,0.10984,0.000207089,0.0296337,0.10745,0.802021,0.010394,0.183237,0.00633135,0.000594258,2.39336,0.172455,0.0199544,0.0373612,0.475451,0.0828763,1.85001,0.204009,0.0149971,0.182046,0.19542,0.00894806,0.189687,0.509474,0.0449597,0.0847342,0.729791,0.0200696,0.10979,0.19369,1.03384,0.711327,0.0223505
2/16/2016,0.00674099,0.511766,0.0635148,0.17933,0.510169,0.516058,0.00101977,0.10984,0.000209764,0.029539,0.106996,0.798656,0.0104668,0.18279,0.0062397,0.00059117,2.39336,0.172455,0.020076,0.0380157,0.476862,0.083151,1.86023,0.204009,0.0150618,0.181519,0.196499,0.00938103,0.190735,0.510169,0.0454317,0.084424,0.724458,0.0200684,0.110791,0.19476,1.03147,0.715257,0.0224697
2/17/2016,0.00673508,0.507753,0.0637377,0.17809,0.509537,0.523351,0.00101594,0.109749,0.000210209,0.0295005,0.106841,0.797509,0.0104408,0.183347,0.00629309,0.000588652,2.39637,0.170249,0.0201236,0.0389436,0.4708,0.0831133,1.86256,0.204382,0.0150744,0.181622,0.196746,0.00919912,0.190974,0.509537,0.0456508,0.0845269,0.723169,0.0200907,0.110427,0.195004,1.02489,0.716154,0.0225156
2/18/2016,0.00673572,0.512821,0.0642908,0.177769,0.510638,0.522361,0.00101601,0.109953,0.000211309,0.0294043,0.106441,0.794425,0.0104641,0.183683,0.00628822,0.000585182,2.39749,0.172002,0.0201369,0.0395026,0.475766,0.0834174,1.86406,0.204663,0.015039,0.181838,0.196904,0.00949847,0.191128,0.510638,0.0465653,0.0844604,0.720695,0.0201499,0.110276,0.195162,1.02994,0.716731,0.0225146
2/19/2016,0.00673245,0.509292,0.0642079,0.178745,0.509098,0.519242,0.00102264,0.109907,0.000214679,0.0294282,0.106552,0.795146,0.0104928,0.183228,0.00634726,0.00058465,2.39788,0.169611,0.0201041,0.0392098,0.474895,0.0833854,1.86373,0.204486,0.0150677,0.181277,0.19687,0.00938387,0.191095,0.509098,0.0463331,0.0884742,0.721149,0.0200848,0.110391,0.195128,1.02389,0.716606,0.0224493
2/22/2016,0.00673776,0.515522,0.0645931,0.17764,0.512651,0.525612,0.00103811,0.110334,0.000214283,0.0293532,0.106286,0.7931,0.0104928,0.184105,0.00637,0.000582948,2.40488,0.171918,0.0201963,0.0395523,0.477327,0.0835463,1.87074,0.204486,0.0150907,0.182605,0.19761,0.0093255,0.191813,0.512651,0.046991,0.0850005,0.721537,0.0201345,0.110614,0.195861,1.0158,0.7193,0.0224493
2/23/2016,0.00674429,0.520377,0.0651281,0.181646,0.513044,0.521786,0.00103811,0.11024,0.000217138,0.0292897,0.106108,0.791756,0.0104842,0.184194,0.00641397,0.000586566,2.40283,0.171918,0.0202251,0.0395523,0.482092,0.0837042,1.87164,0.204486,0.0151091,0.181404,0.197705,0.00944507,0.191906,0.513044,0.0476821,0.084858,0.723336,0.0201345,0.110643,0.195956,1.01542,0.719647,0.0224493
2/24/2016,0.00672567,0.518134,0.0642166,0.18182,0.512636,0.524143,0.00104083,0.110453,0.000217164,0.0292962,0.106178,0.792318,0.0105234,0.183737,0.006444,0.000586566,2.40913,0.170133,0.0202773,0.0394512,0.478738,0.0826557,1.87655,0.204486,0.015151,0.181277,0.198224,0.00944507,0.192409,0.512636,0.0465164,0.0849164,0.725671,0.0201964,0.110743,0.19647,1.00171,0.721535,0.0224493
2/25/2016,0.00669849,0.516467,0.0641354,0.180405,0.513053,0.53025,0.00104172,0.110166,0.000215404,0.029349,0.106374,0.793739,0.0104931,0.184237,0.00642003,0.00058294,2.41075,0.170896,0.0202365,0.0396199,0.479108,0.0831895,1.87208,0.204486,0.0151058,0.181291,0.197751,0.00942252,0.19195,0.513053,0.046307,0.0848187,0.726278,0.0201787,0.110328,0.196001,1.00421,0.719814,0.0224493
2/26/2016,0.00666513,0.521426,0.0638818,0.182792,0.514466,0.531631,0.00104172,0.110175,0.000217573,0.0292896,0.106254,0.792653,0.0104715,0.184383,0.00638193,0.00058264,2.41075,0.170623,0.0201799,0.0399927,0.487216,0.0832227,1.87308,0.204486,0.0151058,0.182122,0.197857,0.00959113,0.192054,0.514466,0.0459391,0.0847614,0.726448,0.0201873,0.110408,0.196106,1.00554,0.720201,0.0223978
2/29/2016,0.0066562,0.516899,0.0632731,0.182917,0.513985,0.535346,0.00105045,0.110567,0.00021898,0.0291351,0.105658,0.788235,0.0105507,0.185153,0.00638402,0.000586003,2.41075,0.171572,0.0202458,0.0399927,0.476285,0.0829341,1.88283,0.205609,0.0152218,0.181282,0.198887,0.00953826,0.193053,0.513985,0.0450749,0.0847953,0.722575,0.0202701,0.111217,0.197127,1.00296,0.723948,0.0224153
03-01-2016,0.0066454,0.516017,0.0638148,0.181808,0.515367,0.539661,0.00104229,0.110576,0.000217942,0.0290817,0.105458,0.786615,0.0106154,0.185424,0.00643705,0.000583838,2.40934,0.172514,0.0201675,0.040323,0.477815,0.0836202,1.88173,0.205663,0.0152103,0.181225,0.19877,0.00977027,0.19294,0.515367,0.0459465,0.0841943,0.724248,0.0203169,0.110994,0.197011,1.01091,0.723524,0.0222568
03-02-2016,0.00663878,0.523875,0.0641894,0.181516,0.516493,0.537931,0.00104269,0.110576,0.000221632,0.0290573,0.105458,0.786501,0.0107011,0.186435,0.00635513,0.000583838,2.40973,0.174071,0.0201713,0.0405735,0.480623,0.0834747,1.88423,0.206583,0.0152874,0.181753,0.199034,0.00984012,0.193196,0.516493,0.046072,0.0841368,0.72521,0.0203507,0.111027,0.197273,1.01435,0.724485,0.0222713
03-03-2016,0.00664196,0.52864,0.0640907,0.18493,0.519066,0.539547,0.00105068,0.110543,0.000225659,0.0291459,0.105753,0.788547,0.0107359,0.1861,0.0063398,0.000586818,2.40602,0.174601,0.0201222,0.0404183,0.481982,0.0836702,1.88133,0.208765,0.0153062,0.181729,0.198728,0.00979856,0.192899,0.519066,0.0461637,0.0839957,0.725548,0.0203749,0.11059,0.19697,1.0167,0.723371,0.0223829
03-04-2016,0.0066032,0.530612,0.063976,0.187111,0.520933,0.54019,0.00104924,0.110431,0.000224928,0.0292142,0.10593,0.790335,0.0107096,0.185063,0.00633977,0.000591067,2.39631,0.174486,0.0200644,0.0405379,0.484936,0.0842308,1.87373,0.209373,0.0152913,0.182185,0.197926,0.00984419,0.19212,0.520933,0.0460857,0.084357,0.725822,0.0203437,0.110284,0.196175,1.01922,0.720451,0.0224153
03-07-2016,0.0066183,0.534586,0.064606,0.193893,0.522537,0.542101,0.0010582,0.110677,0.000227946,0.0292017,0.105859,0.789765,0.0106771,0.184317,0.00634168,0.000596648,2.3991,0.175994,0.02006,0.0406165,0.489881,0.0843915,1.87529,0.208577,0.0153558,0.182475,0.19809,0.00994301,0.19228,0.522537,0.0469543,0.0846958,0.721193,0.0203405,0.110242,0.196337,1.02057,0.721049,0.0224172
03-08-2016,0.00661664,0.534484,0.0644918,0.190638,0.519601,0.536987,0.00105478,0.110538,0.000229317,0.0292968,0.106264,0.792882,0.0106771,0.183833,0.00636822,0.000598794,2.39298,0.175167,0.02006,0.0401562,0.487535,0.0840942,1.86989,0.207555,0.0153558,0.182791,0.19752,0.00994301,0.191726,0.519601,0.0467273,0.0848294,0.723457,0.0202836,0.109839,0.195772,1.02231,0.718972,0.0224084
03-09-2016,0.00660009,0.534556,0.0644806,0.190318,0.518592,0.543707,0.00105521,0.110466,0.000228033,0.0292066,0.105834,0.789672,0.0106673,0.184242,0.00639575,0.000597121,2.39325,0.174018,0.0200997,0.0405384,0.485548,0.0840398,1.87165,0.209322,0.0153189,0.182675,0.197706,0.00994301,0.191907,0.518592,0.0466988,0.0848224,0.718572,0.0203527,0.109743,0.195956,1.02327,0.71965,0.0224912
03-10-2016,0.00652685,0.538233,0.0651094,0.194464,0.520854,0.538575,0.00106117,0.110537,0.000225604,0.0289263,0.10484,0.781961,0.0107416,0.184534,0.0063569,0.000593032,2.39361,0.174836,0.0201198,0.0403266,0.477445,0.0841487,1.87318,0.209737,0.0153438,0.183173,0.197867,0.0101309,0.192063,0.520854,0.0473736,0.0851012,0.721463,0.0204166,0.109577,0.196116,1.02324,0.720237,0.022634
03-11-2016,0.00650802,0.536841,0.0646675,0.19535,0.521066,0.542516,0.00105708,0.110383,0.000223744,0.029385,0.106582,0.795081,0.0106867,0.185015,0.00632888,0.000593096,2.38264,0.174649,0.0200528,0.0405043,0.478913,0.08426,1.86459,0.211923,0.0153375,0.184288,0.19696,0.0101973,0.191183,0.521066,0.0472507,0.085596,0.726525,0.0204005,0.109662,0.195217,1.02522,0.716935,0.0225515
3/14/2016,0.00650575,0.543676,0.0643497,0.197598,0.521915,0.539072,0.00104918,0.110329,0.000226473,0.0294602,0.106828,0.796775,0.0106917,0.184783,0.00629304,0.000597108,2.38347,0.17512,0.0200701,0.0403278,0.483483,0.0846372,1.86369,0.213461,0.0153471,0.186272,0.196865,0.0102145,0.19109,0.521915,0.0465429,0.0857133,0.725586,0.0204232,0.109366,0.195123,1.02795,0.716589,0.0223111
3/15/2016,0.00650933,0.53733,0.063498,0.198027,0.520865,0.537085,0.00104783,0.110227,0.000225914,0.0294694,0.106878,0.797062,0.0106724,0.184398,0.00630097,0.000604713,2.38409,0.174254,0.0201358,0.0400252,0.477706,0.0840785,1.86604,0.214625,0.0154279,0.185643,0.197113,0.0101713,0.191331,0.520865,0.0452839,0.0859673,0.726869,0.0204361,0.109357,0.195369,1.01597,0.717492,0.0221832
3/16/2016,0.0064957,0.535346,0.0627791,0.193559,0.520316,0.537566,0.00104711,0.110146,0.000226172,0.0293782,0.106582,0.794723,0.0106623,0.184131,0.00633139,0.000604016,2.38518,0.17369,0.0201705,0.0400593,0.474435,0.0836375,1.86813,0.212955,0.0153705,0.185371,0.197334,0.0101132,0.191546,0.520316,0.0461922,0.0861132,0.726873,0.0204952,0.109358,0.195588,1.01258,0.718296,0.0222039
3/17/2016,0.00646187,0.539212,0.0640007,0.186571,0.520312,0.547081,0.00103229,0.109352,0.000232135,0.029711,0.107769,0.803454,0.0106209,0.184358,0.00630228,0.000595565,2.36068,0.173973,0.0199437,0.0408156,0.480893,0.0847811,1.84741,0.212356,0.0151689,0.186747,0.195146,0.0103607,0.189421,0.520312,0.0461922,0.086949,0.733282,0.0203965,0.108346,0.193419,1.02025,0.71033,0.0220285
3/18/2016,0.00645765,0.543687,0.0644317,0.195166,0.52504,0.54781,0.00105819,0.109919,0.000232135,0.029674,0.107607,0.802125,0.0106768,0.184383,0.00638964,0.000605506,2.36347,0.175272,0.0200431,0.0411091,0.486509,0.085232,1.84959,0.210058,0.0153127,0.188085,0.195376,0.0103968,0.189645,0.52504,0.0465519,0.0866326,0.734828,0.0204053,0.10796,0.193647,1.02892,0.711167,0.0221148
3/21/2016,0.00647262,0.539735,0.0642643,0.196922,0.523368,0.544553,0.00105909,0.109725,0.000232135,0.0296779,0.107605,0.80213,0.0107013,0.184611,0.00637328,0.000612827,2.36634,0.174816,0.0201017,0.0411563,0.481947,0.0849458,1.85091,0.210058,0.0153809,0.188085,0.195515,0.0103428,0.18978,0.523368,0.0466787,0.0863957,0.734292,0.0203802,0.108284,0.193785,1.02432,0.711676,0.0221148
3/22/2016,0.00648499,0.541538,0.0643567,0.196971,0.523969,0.546693,0.00105309,0.109967,0.000232726,0.0295845,0.107319,0.799964,0.0107225,0.185274,0.00637328,0.000612279,2.37,0.176453,0.0202229,0.0411563,0.482533,0.0846791,1.85563,0.209112,0.0153462,0.187736,0.196013,0.0105271,0.190264,0.523969,0.0466787,0.0862942,0.735252,0.0204321,0.108149,0.194279,1.01979,0.713489,0.0222319
3/23/2016,0.00649993,0.544648,0.0643708,0.198306,0.525287,0.541719,0.00105582,0.110105,0.000233668,0.0295538,0.107186,0.798985,0.0106968,0.186161,0.00636383,0.000618251,2.37146,0.179616,0.0202785,0.0408067,0.483925,0.0847792,1.86016,0.210858,0.0154624,0.188169,0.196492,0.0105739,0.190728,0.525287,0.04687,0.0866579,0.734474,0.0204183,0.108426,0.194753,1.01384,0.715231,0.0222918
3/24/2016,0.00651235,0.536749,0.064192,0.196148,0.523208,0.539927,0.00105799,0.11002,0.000233668,0.0295228,0.107348,0.799105,0.010721,0.186277,0.00634963,0.000618251,2.37267,0.177906,0.0203288,0.0409338,0.480079,0.0843812,1.86327,0.211447,0.0154309,0.187351,0.196821,0.0103932,0.191048,0.523208,0.0462476,0.0864386,0.734197,0.020296,0.108627,0.195079,1.01174,0.716429,0.0223226
3/25/2016,0.00651812,0.539966,0.0641268,0.193892,0.520875,0.542131,0.00104746,0.109919,0.000233668,0.0295622,0.107348,0.800262,0.010721,0.186277,0.00633873,0.000613723,2.37217,0.176989,0.0202366,0.0409338,0.481487,0.0843812,1.86288,0.211447,0.0154309,0.187635,0.196779,0.0104666,0.191007,0.520875,0.0462822,0.0861952,0.733138,0.0202802,0.108281,0.195038,1.01967,0.716276,0.0223226
3/28/2016,0.00652363,0.539966,0.0641268,0.193478,0.520875,0.542131,0.00104746,0.109746,0.000233668,0.0295622,0.107348,0.800262,0.010721,0.186277,0.00629731,0.000611207,2.36553,0.177027,0.020166,0.0409338,0.481487,0.0843812,1.85889,0.211447,0.0154309,0.187949,0.196359,0.010545,0.190599,0.520875,0.0462822,0.0861952,0.731721,0.0202157,0.108281,0.194621,1.01967,0.714745,0.0223226
3/29/2016,0.00652943,0.539966,0.0641268,0.196397,0.522056,0.543487,0.00105003,0.109799,0.00023456,0.0295622,0.107348,0.800262,0.0107411,0.186854,0.00629261,0.000611237,2.36605,0.178614,0.0201458,0.0410828,0.481487,0.0843812,1.85931,0.211447,0.0153895,0.187949,0.196402,0.0103978,0.190641,0.522056,0.0462822,0.0861952,0.733836,0.0202093,0.108281,0.194664,1.01967,0.714903,0.0223226
3/30/2016,0.00654197,0.54159,0.0650506,0.193816,0.524172,0.548476,0.00104066,0.109797,0.000232916,0.0297512,0.108017,0.805063,0.0107052,0.187681,0.00631381,0.000611294,2.35526,0.179574,0.0200544,0.0412115,0.487915,0.085373,1.84899,0.211714,0.0153454,0.189608,0.195312,0.0105156,0.189583,0.524172,0.0476003,0.0870721,0.737867,0.0201592,0.107904,0.193583,1.02424,0.710935,0.0223242
3/31/2016,0.00654396,0.543505,0.0654449,0.19657,0.52536,0.547232,0.00105142,0.109754,0.000234855,0.0298781,0.108455,0.808123,0.0107008,0.18848,0.00630218,0.000615357,2.35155,0.180983,0.0200571,0.0411797,0.490694,0.0858383,1.84607,0.213606,0.0153946,0.188831,0.195004,0.0104607,0.189284,0.52536,0.0481815,0.0871237,0.737852,0.020148,0.108079,0.193278,1.02235,0.709814,0.0223789
04-01-2016,0.00655902,0.542959,0.0650755,0.199437,0.525205,0.543924,0.00105951,0.109779,0.000236503,0.0300193,0.108892,0.81128,0.0107292,0.187442,0.00632493,0.000620059,2.35103,0.181917,0.0201378,0.0409406,0.491863,0.0859399,1.84566,0.212599,0.015431,0.190804,0.194961,0.0105697,0.189242,0.525205,0.0481016,0.0873317,0.73992,0.0201946,0.108079,0.193235,1.01382,0.709657,0.0222987
